enum	value_dec	value_hex	name	base
Command	219	0xDB	AttributesPanel	hex
Command	220	0xDC	SkillsPanel	hex
Command	221	0xDD	MapPanel	hex
Command	222	0xDE	InventoryPanel	hex
Command	223	0xDF	Demonet	hex
Command	224	0xE0	UseMagicStaff	hex
Command	225	0xE1	UseMagicWand	hex
Command	226	0xE2	Blink	hex
Command	227	0xE3	Bite	hex
Command	228	0xE4	TwitchSubstate1	hex
Command	229	0xE5	TwitchSubstate2	hex
Command	230	0xE6	TwitchSubstate3	hex
Command	231	0xE7	CaptureScreenshotToFile	hex
Command	232	0xE8	BowNoAmmo	hex
Command	233	0xE9	CrossBowNoAmmo	hex
Command	234	0xEA	ShakeFistState	hex
Command	235	0xEB	PrayState	hex
Command	236	0xEC	BowDeepState	hex
Command	237	0xED	ClapHandsState	hex
Command	238	0xEE	CrossArmsState	hex
Command	239	0xEF	ShiverState	hex
Command	240	0xF0	PointState	hex
Command	241	0xF1	WaveState	hex
Command	242	0xF2	AkimboState	hex
Command	243	0xF3	SaluteState	hex
Command	244	0xF4	ScratchHeadState	hex
Command	245	0xF5	TapFootState	hex
Command	246	0xF6	LeanState	hex
Command	247	0xF7	KneelState	hex
Command	248	0xF8	PleadState	hex
Command	249	0xF9	ATOYOT	hex
Command	250	0xFA	SlouchState	hex
Command	251	0xFB	SurrenderState	hex
Command	252	0xFC	WoahState	hex
Command	253	0xFD	WindedState	hex
Command	254	0xFE	AutoCreateShortcuts	hex
Command	255	0xFF	AutoRepeatAttacks	hex
Command	256	0x100	AutoTarget	hex
Command	257	0x101	AdvancedCombatInterface	hex
Command	258	0x102	IgnoreAllegianceRequests	hex
Command	259	0x103	IgnoreFellowshipRequests	hex
Command	260	0x104	InvertMouseLook	hex
Command	261	0x105	LetPlayersGiveYouItems	hex
Command	262	0x106	AutoTrackCombatTargets	hex
Command	263	0x107	DisplayTooltips	hex
Command	264	0x108	AttemptToDeceivePlayers	hex
Command	265	0x109	RunAsDefaultMovement	hex
Command	266	0x10A	StayInChatModeAfterSend	hex
Command	267	0x10B	RightClickToMouseLook	hex
Command	268	0x10C	VividTargetIndicator	hex
Command	269	0x10D	SelectSelf	hex
Command	270	0x10E	SkillHealSelf	hex
Command	271	0x10F	NextMonster	hex
Command	272	0x110	PreviousMonster	hex
Command	273	0x111	ClosestMonster	hex
Command	274	0x112	NextPlayer	hex
Command	275	0x113	PreviousPlayer	hex
Command	276	0x114	ClosestPlayer	hex
Command	277	0x115	SnowAngelState	hex
Command	278	0x116	WarmHands	hex
Command	279	0x117	CurtseyState	hex
Command	280	0x118	AFKState	hex
Command	281	0x119	MeditateState	hex
Command	282	0x11A	TradePanel	hex
Command	283	0x11B	LogOut	hex
Command	284	0x11C	DoubleSlashLow	hex
Command	285	0x11D	DoubleSlashMed	hex
Command	286	0x11E	DoubleSlashHigh	hex
Command	287	0x11F	TripleSlashLow	hex
Command	288	0x120	TripleSlashMed	hex
Command	289	0x121	TripleSlashHigh	hex
Command	290	0x122	DoubleThrustLow	hex
Command	291	0x123	DoubleThrustMed	hex
Command	292	0x124	DoubleThrustHigh	hex
Command	293	0x125	TripleThrustLow	hex
Command	294	0x126	TripleThrustMed	hex
Command	295	0x127	TripleThrustHigh	hex
Command	296	0x128	MagicPowerUp01Purple	hex
Command	297	0x129	MagicPowerUp02Purple	hex
Command	298	0x12A	MagicPowerUp03Purple	hex
Command	299	0x12B	MagicPowerUp04Purple	hex
Command	300	0x12C	MagicPowerUp05Purple	hex
Command	301	0x12D	MagicPowerUp06Purple	hex
Command	302	0x12E	MagicPowerUp07Purple	hex
Command	303	0x12F	MagicPowerUp08Purple	hex
Command	304	0x130	MagicPowerUp09Purple	hex
Command	305	0x131	MagicPowerUp10Purple	hex
Command	306	0x132	Helper	hex
Command	307	0x133	Pickup5	hex
Command	308	0x134	Pickup10	hex
Command	309	0x135	Pickup15	hex
Command	310	0x136	Pickup20	hex
Command	311	0x137	HouseRecall	hex
Command	312	0x138	AtlatlCombat	hex
Command	313	0x139	ThrownShieldCombat	hex
Command	314	0x13A	SitState	hex
Command	315	0x13B	SitCrossleggedState	hex
Command	316	0x13C	SitBackState	hex
Command	317	0x13D	PointLeftState	hex
Command	318	0x13E	PointRightState	hex
Command	319	0x13F	TalktotheHandState	hex
Command	320	0x140	PointDownState	hex
Command	321	0x141	DrudgeDanceState	hex
Command	322	0x142	PossumState	hex
Command	323	0x143	ReadState	hex
Command	324	0x144	ThinkerState	hex
Command	325	0x145	HaveASeatState	hex
Command	326	0x146	AtEaseState	hex
Command	327	0x147	NudgeLeft	hex
Command	328	0x148	NudgeRight	hex
Command	329	0x149	PointLeft	hex
Command	330	0x14A	PointRight	hex
Command	331	0x14B	PointDown	hex
Command	332	0x14C	Knock	hex
Command	333	0x14D	ScanHorizon	hex
Command	334	0x14E	DrudgeDance	hex
Command	335	0x14F	HaveASeat	hex
Command	336	0x150	LifestoneRecall	hex
Command	337	0x151	CharacterOptionsPanel	hex
Command	338	0x152	SoundAndGraphicsPanel	hex
Command	339	0x153	HelpfulSpellsPanel	hex
Command	340	0x154	HarmfulSpellsPanel	hex
Command	341	0x155	CharacterInformationPanel	hex
Command	342	0x156	LinkStatusPanel	hex
Command	343	0x157	VitaePanel	hex
Command	344	0x158	ShareFellowshipXP	hex
Command	345	0x159	ShareFellowshipLoot	hex
Command	346	0x15A	AcceptCorpseLooting	hex
Command	347	0x15B	IgnoreTradeRequests	hex
Command	348	0x15C	DisableWeather	hex
Command	349	0x15D	DisableHouseEffect	hex
Command	350	0x15E	SideBySideVitals	hex
Command	351	0x15F	ShowRadarCoordinates	hex
Command	352	0x160	ShowSpellDurations	hex
Command	353	0x161	MuteOnLosingFocus	hex
Command	354	0x162	Fishing	hex
Command	355	0x163	MarketplaceRecall	hex
Command	356	0x164	EnterPKLite	hex
Command	357	0x165	AllegianceChat	hex
Command	358	0x166	AutomaticallyAcceptFellowshipRequests	hex
Command	359	0x167	Reply	hex
Command	360	0x168	MonarchReply	hex
Command	361	0x169	PatronReply	hex
Command	362	0x16A	ToggleCraftingChanceOfSuccessDialog	hex
Command	363	0x16B	UseClosestUnopenedCorpse	hex
Command	364	0x16C	UseNextUnopenedCorpse	hex
Command	365	0x16D	IssueSlashCommand	hex
Command	366	0x16E	AllegianceHometownRecall	hex
Command	367	0x16F	PKArenaRecall	hex
Command	368	0x170	OffhandSlashHigh	hex
Command	369	0x171	OffhandSlashMed	hex
Command	370	0x172	OffhandSlashLow	hex
Command	371	0x173	OffhandThrustHigh	hex
Command	372	0x174	OffhandThrustMed	hex
Command	373	0x175	OffhandThrustLow	hex
Command	374	0x176	OffhandDoubleSlashLow	hex
Command	375	0x177	OffhandDoubleSlashMed	hex
Command	376	0x178	OffhandDoubleSlashHigh	hex
Command	377	0x179	OffhandTripleSlashLow	hex
Command	378	0x17A	OffhandTripleSlashMed	hex
Command	379	0x17B	OffhandTripleSlashHigh	hex
Command	380	0x17C	OffhandDoubleThrustLow	hex
Command	381	0x17D	OffhandDoubleThrustMed	hex
Command	382	0x17E	OffhandDoubleThrustHigh	hex
Command	383	0x17F	OffhandTripleThrustLow	hex
Command	384	0x180	OffhandTripleThrustMed	hex
Command	385	0x181	OffhandTripleThrustHigh	hex
Command	386	0x182	OffhandKick	hex
Command	387	0x183	AttackHigh4	hex
Command	388	0x184	AttackMed4	hex
Command	389	0x185	AttackLow4	hex
Command	390	0x186	AttackHigh5	hex
Command	391	0x187	AttackMed5	hex
Command	392	0x188	AttackLow5	hex
Command	393	0x189	AttackHigh6	hex
Command	394	0x18A	AttackMed6	hex
Command	395	0x18B	AttackLow6	hex
Command	396	0x18C	PunchFastHigh	hex
Command	397	0x18D	PunchFastMed	hex
Command	398	0x18E	PunchFastLow	hex
Command	399	0x18F	PunchSlowHigh	hex
Command	400	0x190	PunchSlowMed	hex
Command	401	0x191	PunchSlowLow	hex
Command	402	0x192	OffhandPunchFastHigh	hex
Command	403	0x193	OffhandPunchFastMed	hex
Command	404	0x194	OffhandPunchFastLow	hex
Command	405	0x195	OffhandPunchSlowHigh	hex
Command	406	0x196	OffhandPunchSlowMed	hex
Command	407	0x197	OffhandPunchSlowLow	hex
CompressionType	0	0x0	None	hex
CompressionType	1	0x1	ZLib	hex
ConfirmationType	1	0x1	SwearAllegiance	hex
ConfirmationType	2	0x2	AlterSkill	hex
ConfirmationType	3	0x3	AlterAttribute	hex
ConfirmationType	4	0x4	Fellowship	hex
ConfirmationType	5	0x5	Craft	hex
ConfirmationType	6	0x6	Augmentation	hex
ConfirmationType	7	0x7	YesNo	hex
ContainerProperties	0	0x0	None	hex
ContainerProperties	1	0x1	Container	hex
ContainerProperties	2	0x2	Foci	hex
ContractId	0	0x0	Undef	dec
ContractId	1	0x1	Contract_1_The_Shadows_of_Bitter_Winter	dec
ContractId	2	0x2	Contract_2_Test_Quest_Stamping	dec
ContractId	3	0x3	Contract_3_Test_Contract_3	dec
ContractId	4	0x4	Contract_4_Test_Contract_4	dec
ContractId	5	0x5	Contract_5_Reign_of_Terror	dec
ContractId	6	0x6	Contract_6_Glenden_Wood_Invasion_Low	dec
ContractId	7	0x7	Contract_7_Glenden_Wood_Invasion_Mid	dec
ContractId	8	0x8	Contract_8_Glenden_Wood_Invasion_High	dec
ContractId	9	0x9	Contract_9_Frozen_Fury	dec
ContractId	10	0xA	Contract_10_Defense_of_Zaikhal_Copper	dec
ContractId	11	0xB	Contract_11_Defense_of_Zaikhal_Silver	dec
ContractId	12	0xC	Contract_12_Defense_of_Zaikhal_Gold	dec
ContractId	13	0xD	Contract_13_Defense_of_Zaikhal_Platinum	dec
ContractId	14	0xE	Contract_14_The_Caliginous_Bethel	dec
ContractId	15	0xF	Contract_15_The_Legend_of_the_Tusker_Paw	dec
ContractId	16	0x10	Contract_16_Oswalds_Lair	dec
ContractId	17	0x11	Contract_17_The_Decrepit_Tower	dec
ContractId	18	0x12	Contract_18_Banderling_Haunt	dec
ContractId	19	0x13	Contract_19_Reconnaissance	dec
ContractId	20	0x14	Contract_20_Assault_Low	dec
ContractId	21	0x15	Contract_21_Assault_Mid	dec
ContractId	22	0x16	Contract_22_Assault_High	dec
ContractId	23	0x17	Contract_23_Assault_Expert	dec
ContractId	24	0x18	Contract_24_Infiltration	dec
ContractId	25	0x19	Contract_25_Of_Trust_and_Betrayal	dec
ContractId	26	0x1A	Contract_26_Ishaqs_Lost_Key	dec
ContractId	27	0x1B	Contract_27_The_Shadows_of_Bitter_Winter	dec
ContractId	28	0x1C	Contract_28_Suzuhara_Baijins_Delivery	dec
ContractId	29	0x1D	Contract_29_Haleatan_Beach_Camps	dec
ContractId	30	0x1E	Contract_30_Ricardos_Blood_Gem	dec
ContractId	31	0x1F	Contract_31_Sawato_Extortion	dec
ContractId	32	0x20	Contract_32_First_Contact	dec
ContractId	33	0x21	Contract_33_Crafting_Forges_Low	dec
ContractId	34	0x22	Contract_34_Crafting_Forges_Mid	dec
ContractId	35	0x23	Contract_35_Crafting_Forges_High	dec
ContractId	36	0x24	Contract_36_Northern_Shroud_Cabal	dec
ContractId	37	0x25	Contract_37_Southern_Shroud_Cabal	dec
ContractId	38	0x26	Contract_38_Faces_of_the_Mukkir_Low	dec
ContractId	39	0x27	Contract_39_Faces_of_the_Mukkir_Mid	dec
ContractId	40	0x28	Contract_40_Faces_of_the_Mukkir_High	dec
ContractId	41	0x29	Contract_41_Faces_of_the_Mukkir_Expert	dec
ContractId	42	0x2A	Contract_42_Fiun_Healing_Machine	dec
ContractId	43	0x2B	Contract_43_Hamuds_Demise	dec
ContractId	44	0x2C	Contract_44_Raising_Graels_Island	dec
ContractId	45	0x2D	Contract_45_Enricos_Betrayal	dec
ContractId	46	0x2E	Contract_46_Lost_Pet	dec
ContractId	47	0x2F	Contract_47_His_Masters_Voice	dec
ContractId	48	0x30	Contract_48_Tentacles_of_Tthuun	dec
ContractId	49	0x31	Contract_49_Reign_of_Terror	dec
ContractId	50	0x32	Contract_50_The_Crystal_Staff_of_the_Anekshay	dec
ContractId	51	0x33	Contract_51_The_Crystal_Sword_of_the_Anekshay	dec
ContractId	52	0x34	Contract_52_The_Crystal_Amulet_of_the_Anekshay	dec
ContractId	53	0x35	Contract_53_The_Crystal_Idol_of_the_Anekshay	dec
ContractId	54	0x36	Contract_54_Armoredillo_Hunting__Lost_City_of_Neftet	dec
ContractId	55	0x37	Contract_55_Golem_Hunting__Lost_City_of_Neftet	dec
ContractId	56	0x38	Contract_56_Mu_miyah_Hunting__Lost_City_of_Neftet	dec
ContractId	57	0x39	Contract_57_Reedshark_Hunting__Lost_City_of_Neftet	dec
ContractId	58	0x3A	Contract_58_Anekshay_Bracer_Collecting__Lost_City_of_Neftet	dec
ContractId	59	0x3B	Contract_59_Stone_Tablet_Collecting__Lost_City_of_Neftet	dec
ContractId	60	0x3C	Contract_60_Prickly_Pear_Collecting__Lost_City_of_Neftet	dec
ContractId	61	0x3D	Contract_61_Contracts__Brokers	dec
ContractId	62	0x3E	Contract_62_Aug__Sir_Bellas	dec
ContractId	63	0x3F	Contract_63_Aug__Society	dec
ContractId	64	0x40	Contract_64_Aug__Diemos	dec
ContractId	65	0x41	Contract_65_Aug__Luminance	dec
ContractId	66	0x42	Contract_66_Colosseum	dec
ContractId	67	0x43	Contract_67_Aerbaxs_Defeat	dec
ContractId	68	0x44	Contract_68_Summoning_Tthuun	dec
ContractId	69	0x45	Contract_69_Empyrean_Rescue	dec
ContractId	70	0x46	Contract_70_Uncovering_the_Renegades	dec
ContractId	71	0x47	Contract_71_Tumerok_Salted_Meat	dec
ContractId	72	0x48	Contract_72_Deewains_Dark_Cavern	dec
ContractId	73	0x49	Contract_73_Sealing_Away_the_Book_of_Eibhil	dec
ContractId	74	0x4A	Contract_74_Soc__Dark_Isle_Delivery	dec
ContractId	75	0x4B	Contract_75_Soc__Vaeshok	dec
ContractId	76	0x4C	Contract_76_Soc__Shambling_Archivist	dec
ContractId	77	0x4D	Contract_77_Soc__Undead_Jaw_Collection	dec
ContractId	78	0x4E	Contract_78_Soc__Wight_Blade_Sorcerers	dec
ContractId	79	0x4F	Contract_79_Soc__Black_Coral_Collection	dec
ContractId	80	0x50	Contract_80_Soc__Dark_Isle_Scouting	dec
ContractId	81	0x51	Contract_81_Soc__Bandit_Mana_Hunter_Boss	dec
ContractId	82	0x52	Contract_82_Soc__Mana_Infused_Jungle_Flowers	dec
ContractId	83	0x53	Contract_83_Soc__Jungle_Lilies	dec
ContractId	84	0x54	Contract_84_Soc__Moar_Glands	dec
ContractId	85	0x55	Contract_85_Soc__Blessed_Moarsmen	dec
ContractId	86	0x56	Contract_86_Soc__Phyntos_Hive_Splinters	dec
ContractId	87	0x57	Contract_87_Soc__Phyntos_Honey	dec
ContractId	88	0x58	Contract_88_Soc__Phyntos_Queen	dec
ContractId	89	0x59	Contract_89_Soc__Phyntos_Larvae	dec
ContractId	90	0x5A	Contract_90_Soc__Killer_Phyntos_Wasps	dec
ContractId	91	0x5B	Contract_91_Soc__Coral_Towers	dec
ContractId	92	0x5C	Contract_92_Soc__Magshuth_Moarsmen	dec
ContractId	93	0x5D	Contract_93_Soc__Moarsman_High_Priest	dec
ContractId	94	0x5E	Contract_94_Soc__Artifact_Collection	dec
ContractId	95	0x5F	Contract_95_Soc__Moguth_Moarsmen	dec
ContractId	96	0x60	Contract_96_Soc__Shoguth_Moarsmen	dec
ContractId	97	0x61	Contract_97_Soc__Spawning_Pools	dec
ContractId	98	0x62	Contract_98_Soc__Graveyard_Delivery	dec
ContractId	99	0x63	Contract_99_Soc__Stone_Tracings	dec
ContractId	100	0x64	Contract_100_Soc__Falatacot_Reports	dec
ContractId	101	0x65	Contract_101_Soc__Dark_Isle_Delivery	dec
ContractId	102	0x66	Contract_102_Soc__Vaeshok	dec
ContractId	103	0x67	Contract_103_Soc__Shambling_Archivist	dec
ContractId	104	0x68	Contract_104_Soc__Undead_Jaw_Collection	dec
ContractId	105	0x69	Contract_105_Soc__Wight_Blade_Sorcerers	dec
ContractId	106	0x6A	Contract_106_Soc__Black_Coral_Collection	dec
ContractId	107	0x6B	Contract_107_Soc__Dark_Isle_Scouting	dec
ContractId	108	0x6C	Contract_108_Soc__Bandit_Mana_Hunter_Boss	dec
ContractId	109	0x6D	Contract_109_Soc__Mana_Infused_Jungle_Flowers	dec
ContractId	110	0x6E	Contract_110_Soc__Jungle_Lilies	dec
ContractId	111	0x6F	Contract_111_Soc__Moar_Glands	dec
ContractId	112	0x70	Contract_112_Soc__Blessed_Moarsmen	dec
ContractId	113	0x71	Contract_113_Soc__Phyntos_Hive_Splinters	dec
ContractId	114	0x72	Contract_114_Soc__Phyntos_Honey	dec
ContractId	115	0x73	Contract_115_Soc__Phyntos_Queen	dec
ContractId	116	0x74	Contract_116_Soc__Phyntos_Larvae	dec
ContractId	117	0x75	Contract_117_Soc__Killer_Phyntos_Wasps	dec
ContractId	118	0x76	Contract_118_Soc__Coral_Towers	dec
ContractId	119	0x77	Contract_119_Soc__Magshuth_Moarsmen	dec
ContractId	120	0x78	Contract_120_Soc__Moarsman_High_Priest	dec
ContractId	121	0x79	Contract_121_Soc__Artifact_Collection	dec
ContractId	122	0x7A	Contract_122_Soc__Moguth_Moarsmen	dec
ContractId	123	0x7B	Contract_123_Soc__Shoguth_Moarsmen	dec
ContractId	124	0x7C	Contract_124_Soc__Spawning_Pools	dec
ContractId	125	0x7D	Contract_125_Soc__Graveyard_Delivery	dec
ContractId	126	0x7E	Contract_126_Soc__Stone_Tracings	dec
ContractId	127	0x7F	Contract_127_Soc__Falatacot_Reports	dec
ContractId	128	0x80	Contract_128_Soc__Dark_Isle_Delivery	dec
ContractId	129	0x81	Contract_129_Soc__Vaeshok	dec
ContractId	130	0x82	Contract_130_Soc__Shambling_Archivist	dec
ContractId	131	0x83	Contract_131_Soc__Undead_Jaw_Collection	dec
ContractId	132	0x84	Contract_132_Soc__Wight_Blade_Sorcerers	dec
ContractId	133	0x85	Contract_133_Soc__Black_Coral_Collection	dec
ContractId	134	0x86	Contract_134_Soc__Dark_Isle_Scouting	dec
ContractId	135	0x87	Contract_135_Soc__Bandit_Mana_Hunter_Boss	dec
ContractId	136	0x88	Contract_136_Soc__Mana_Infused_Jungle_Flowers	dec
ContractId	137	0x89	Contract_137_Soc__Jungle_Lilies	dec
ContractId	138	0x8A	Contract_138_Soc__Moar_Glands	dec
ContractId	139	0x8B	Contract_139_Soc__Blessed_Moarsmen	dec
ContractId	140	0x8C	Contract_140_Soc__Phyntos_Hive_Splinters	dec
ContractId	141	0x8D	Contract_141_Soc__Phyntos_Honey	dec
ContractId	142	0x8E	Contract_142_Soc__Phyntos_Queen	dec
ContractId	143	0x8F	Contract_143_Soc__Phyntos_Larvae	dec
ContractId	144	0x90	Contract_144_Soc__Killer_Phyntos_Wasps	dec
ContractId	145	0x91	Contract_145_Soc__Coral_Towers	dec
ContractId	146	0x92	Contract_146_Soc__Magshuth_Moarsmen	dec
ContractId	147	0x93	Contract_147_Soc__Moarsman_High_Priest	dec
ContractId	148	0x94	Contract_148_Soc__Artifact_Collection	dec
ContractId	149	0x95	Contract_149_Soc__Moguth_Moarsmen	dec
ContractId	150	0x96	Contract_150_Soc__Shoguth_Moarsmen	dec
ContractId	151	0x97	Contract_151_Soc__Spawning_Pools	dec
ContractId	152	0x98	Contract_152_Soc__Graveyard_Delivery	dec
ContractId	153	0x99	Contract_153_Soc__Stone_Tracings	dec
ContractId	154	0x9A	Contract_154_Soc__Falatacot_Reports	dec
ContractId	155	0x9B	Contract_155_Soc__Palm_Fort	dec
ContractId	156	0x9C	Contract_156_Soc__Supply_Saboteur	dec
ContractId	157	0x9D	Contract_157_Soc__Forgotten_Tunnels_of_Nyrleha	dec
ContractId	158	0x9E	Contract_158_Soc__Palm_Fort	dec
ContractId	159	0x9F	Contract_159_Soc__Supply_Saboteur	dec
ContractId	160	0xA0	Contract_160_Soc__Forgotten_Tunnels_of_Nyrleha	dec
ContractId	161	0xA1	Contract_161_Soc__Palm_Fort	dec
ContractId	162	0xA2	Contract_162_Soc__Supply_Saboteur	dec
ContractId	163	0xA3	Contract_163_Soc__Forgotten_Tunnels_of_Nyrleha	dec
ContractId	164	0xA4	Contract_164_Kill__Tenebrous_Rifts	dec
ContractId	165	0xA5	Contract_165_Kill__Umbral_Rifts	dec
ContractId	166	0xA6	Contract_166_Harlunes_Diplomacy	dec
ContractId	167	0xA7	Contract_167_Saving_Asheron	dec
ContractId	168	0xA8	Contract_168_Menhir_Research	dec
ContractId	169	0xA9	Contract_169_Gear_Knight_Excavation	dec
ContractId	170	0xAA	Contract_170_Nexus_Crawl	dec
ContractId	171	0xAB	Contract_171_Jester_Released	dec
ContractId	172	0xAC	Contract_172_Vision_Quest	dec
ContractId	173	0xAD	Contract_173_Aerbaxs_Prodigal_Monouga	dec
ContractId	174	0xAE	Contract_174_QotM__Weekly_1	dec
ContractId	175	0xAF	Contract_175_QotM__Weekly_2	dec
ContractId	176	0xB0	Contract_176_QotM__Weekly_3	dec
ContractId	177	0xB1	Contract_177_Deaths_Allure	dec
ContractId	178	0xB2	Contract_178_Yanshi_Tunnels	dec
ContractId	179	0xB3	Contract_179_Kill__Gurog_Minions	dec
ContractId	180	0xB4	Contract_180_Kill__Gurog_Soldiers	dec
ContractId	181	0xB5	Contract_181_Kill__Gurog_Henchmen	dec
ContractId	182	0xB6	Contract_182_Aerbaxs_Prodigal_Tusker	dec
ContractId	183	0xB7	Contract_183_Find_the_Barkeeper	dec
ContractId	184	0xB8	Contract_184_Find_the_Barkeeper	dec
ContractId	185	0xB9	Contract_185_Find_the_Barkeeper	dec
ContractId	186	0xBA	Contract_186_Find_the_Barkeeper	dec
ContractId	187	0xBB	Contract_187_Find_the_Pathwarden	dec
ContractId	188	0xBC	Contract_188_Find_the_Pathwarden	dec
ContractId	189	0xBD	Contract_189_Find_the_Pathwarden	dec
ContractId	190	0xBE	Contract_190_Find_the_Pathwarden	dec
ContractId	191	0xBF	Contract_191_Drudge_Hideout	dec
ContractId	192	0xC0	Contract_192_Holtburg_Redoubt	dec
ContractId	193	0xC1	Contract_193_The_Beacon	dec
ContractId	194	0xC2	Contract_194_The_Missing_Necklace	dec
ContractId	195	0xC3	Contract_195_Braid_Mansion_Ruin	dec
ContractId	196	0xC4	Contract_196_Nen_Ais_Pet_Drudge	dec
ContractId	197	0xC5	Contract_197_Sea_Temple_Catacombs	dec
ContractId	198	0xC6	Contract_198_Under_Cove_Crypt	dec
ContractId	199	0xC7	Contract_199_Facility_Hub	dec
ContractId	200	0xC8	Contract_200_Jailbreak__Ardent_Leader	dec
ContractId	201	0xC9	Contract_201_Jailbreak__Blessed_Leader	dec
ContractId	202	0xCA	Contract_202_Jailbreak__Verdant_Leader	dec
ContractId	203	0xCB	Contract_203_Jailbreak__General_Population	dec
ContractId	204	0xCC	Contract_204_Gurog_Creation	dec
ContractId	205	0xCD	Contract_205_Wardley_and_the_Wights	dec
ContractId	206	0xCE	Contract_206_Aetherium_Ore_Collection	dec
ContractId	207	0xCF	Contract_207_Aetherium_Power_Core_Collection	dec
ContractId	208	0xD0	Contract_208_Aetherium_Raid_High	dec
ContractId	209	0xD1	Contract_209_Soc__Mana_Siphon_Destruction	dec
ContractId	210	0xD2	Contract_210_Kill__Gear_Knight_Knights	dec
ContractId	211	0xD3	Contract_211_Kill__Gear_Knight_Commander	dec
ContractId	212	0xD4	Contract_212_Nalicanas_Test	dec
ContractId	213	0xD5	Contract_213_Bloodstone_Investigation	dec
ContractId	214	0xD6	Contract_214_Chasing_Oswald	dec
ContractId	215	0xD7	Contract_215_Hunting_Aun_Ralirea	dec
ContractId	216	0xD8	Contract_216_Aerbaxs_Prodigal_Monouga	dec
ContractId	217	0xD9	Contract_217_Aerbaxs_Prodigal_Drudge	dec
ContractId	218	0xDA	Contract_218_Aerbaxs_Prodigal_Human	dec
ContractId	219	0xDB	Contract_219_Kidnapped_Handmaiden	dec
ContractId	220	0xDC	Contract_220_Sepulcher_of_Nightmares	dec
ContractId	221	0xDD	Contract_221_Mhoire_Castle	dec
ContractId	222	0xDE	Contract_222_Bobos_Medicine	dec
ContractId	223	0xDF	Contract_223_Mhoire_Oubliette	dec
ContractId	224	0xE0	Contract_224_Geraines_Study	dec
ContractId	225	0xE1	Contract_225_Geraines_Hosts	dec
ContractId	226	0xE2	Contract_226_Splitting_Grael_High	dec
ContractId	227	0xE3	Contract_227_Splitting_Grael_Mid	dec
ContractId	228	0xE4	Contract_228_Splitting_Grael_Low	dec
ContractId	229	0xE5	Contract_229_Clutch_of_Kings__Reeshan	dec
ContractId	230	0xE6	Contract_230_Clutch_of_Kings__Kiree	dec
ContractId	231	0xE7	Contract_231_Clutch_of_Kings__Broodu	dec
ContractId	232	0xE8	Contract_232_Clutch_of_Kings__Keerik	dec
ContractId	233	0xE9	Contract_233_Clutch_of_Kings__Rehir	dec
ContractId	234	0xEA	Contract_234_Clutch_of_Kings__Browerk	dec
ContractId	235	0xEB	Contract_235_Clutch_of_Kings__All	dec
ContractId	236	0xEC	Contract_236_Kill__Spectral_Archers	dec
ContractId	237	0xED	Contract_237_Kill__Spectral_Minions	dec
ContractId	238	0xEE	Contract_238_Kill__Spectral_Nanjou_Shou_jen	dec
ContractId	239	0xEF	Contract_239_Kill__Spectral_Mages	dec
ContractId	240	0xF0	Contract_240_Kill__Spectral_Bushi	dec
ContractId	241	0xF1	Contract_241_Kill__Spectral_Samurai	dec
ContractId	242	0xF2	Contract_242_Kill__Spectral_Blades_and_Claws	dec
ContractId	243	0xF3	Contract_243_Kill__Spectral_Samurai_Golems	dec
ContractId	244	0xF4	Contract_244_Hoshino_Fortress	dec
